timestamp,coal_flow_furnace_t_h,vazao_ar_total_knm3_h,vazao_ar_prim_total_knm3_h,temp_hot_pri_air_in_preaq_ar_saida,tau_densa,tau_diluida,tau_backpass,o2_excess_pct,delta_proxy
2023-03-04 23:00:00,61.145,800.38,465.253,300.309,-0.2525342843027729,0.0980002850504843,0.2295685774911888,4.85,-2.726778513756967
2023-03-05 00:00:00,71.541,926.495,486.209,284.78,0.4961812949061398,0.6507960331163078,0.6169046920806941,4.759,-2.808535886860222
2023-03-05 01:00:00,82.757,,,281.225,0.9132065488697692,0.9851454985448482,1.0287869114434132,3.039,-1.4063083080600538
2023-03-05 02:00:00,86.126,,,291.441,0.9300383532525324,1.052299383333507,1.1913254288287909,3.034,-1.9264005817172591
2023-03-05 03:00:00,78.119,,,284.336,1.2452347599718363,1.326719529737969,1.0587084126133102,2.674,-2.086287605774421
2023-03-05 04:00:00,77.959,,,282.114,1.3138502898989044,1.3602663115101137,1.1712161432192416,3.011,-2.477735147431611
2023-03-05 05:00:00,76.009,,,287.446,1.1746715332487023,1.365953294821758,1.3430070756953114,3.034,-2.187365609488719
2023-03-05 06:00:00,69.628,,,283.892,0.5284353178907246,0.8908461679436744,0.8746084191112581,3.483,-2.9426939645173813
2023-03-05 07:00:00,68.867,822.222,487.737,296.32,0.4162569075778182,0.8191068186946588,0.8759567503327617,3.503,-2.580650933031623
2023-03-05 08:00:00,66.35900000000001,817.617,483.435,275.441,0.6625899427797521,0.7528437992797863,0.813162111267951,3.411,-2.308659213945876
2023-03-05 09:00:00,69.014,820.719,482.359,277.37,0.5100719957036692,0.6717293941030457,0.9151932544164252,3.413,-1.7804741768472905
2023-03-05 10:00:00,67.257,826.13,481.226,284.78,0.5931928907230954,0.7960945380943721,1.0652268244849468,3.413,-1.164421921981759
2023-03-05 11:00:00,71.66499999999999,839.342,489.35,297.798,0.5098628445801792,0.746041530744845,1.119644431158237,3.541,-1.1642069480612312
2023-03-05 12:00:00,71.491,819.911,492.047,284.929,0.3618980255334976,0.587496042559713,0.7515055009016226,3.258,-1.1640523600734356
2023-03-05 13:00:00,70.914,821.486,483.61,278.305,0.1059702422560203,0.4769662256324543,0.6754745817358042,3.451,-1.163856709651382
2023-03-05 14:00:00,71.68799999999999,811.473,486.471,283.345,0.1547800803393116,0.5667130035535622,0.7066726945338752,3.343,-1.1639847278287752
2023-03-05 15:00:00,74.30600000000001,837.024,489.484,296.661,0.242608633368666,0.6634095610198658,0.8326016763631096,3.573,-1.1639509117064448
2023-03-05 16:00:00,70.795,828.223,493.619,283.345,0.1756863533032017,0.5280544395252521,0.6212291990699468,3.599,-1.1638591250886914
2023-03-05 17:00:00,68.919,827.228,484.76,279.297,0.0167716310785983,0.4735463508136407,0.7013121665601584,3.464,-1.1640426983241985
2023-03-05 18:00:00,69.032,829.607,475.532,285.225,-0.0138193303533352,0.4854656311998283,0.7204105145444099,3.381,-1.1639195110214238
2023-03-05 19:00:00,67.737,841.753,469.802,295.286,0.2583596628246043,0.682314096443038,0.7718605313618361,3.491,-1.1640571909480542
2023-03-05 20:00:00,67.68299999999999,836.834,472.419,275.293,0.1817775820281212,0.5389758738038982,0.5617799697294956,3.49,-1.164296319241675
2023-03-05 21:00:00,66.918,835.983,471.747,279.936,-0.0070472522840846,0.4152346393548736,0.6530101997138007,3.426,-1.1784233542314548
2023-03-05 22:00:00,69.44,832.737,477.534,285.566,0.0664821855817798,0.4910855508135262,0.7857284638315211,3.458,-1.6176532249172215
2023-03-05 23:00:00,72.59,842.236,482.956,297.354,0.2632196991222177,0.6197507692527026,0.8612425279265011,3.387,-1.9852096020601235
2023-03-06 00:00:00,71.403,821.121,478.319,280.039,0.0444507981244782,0.4886062043602652,0.4407477034545799,3.554,-1.748135738802952
2023-03-06 01:00:00,71.12,857.227,479.367,277.621,0.1928805762691201,0.6233628974881357,0.607307395632255,3.432,-1.944778400574404
2023-03-06 02:00:00,67.60900000000001,833.846,471.468,282.365,0.1770674707842419,0.5760021354607118,0.7021104629536002,3.425,-1.983371820174409
2023-03-06 03:00:00,65.07300000000001,852.716,468.6,287.4,0.2537751379341778,0.5395256224262058,0.8170553352409393,3.445,-1.976020692631551
2023-03-06 04:00:00,63.796,839.994,459.87,300.854,0.3488876231198882,0.6065988032723167,0.910459981260782,3.464,-1.869429343260109
2023-03-06 05:00:00,64.62,829.568,469.017,279.548,0.0729950345040734,0.5649583480816274,0.5356481744222813,3.393,-1.6599222082886556
2023-03-06 06:00:00,64.071,836.973,463.904,277.073,-0.0757351638044481,0.4697864819955986,0.6058434763297341,3.401,-1.5937620604029332
2023-03-06 07:00:00,64.51400000000001,837.679,461.582,280.928,-0.0071388956758988,0.437349759790047,0.6867820364514448,3.445,-1.7922425040601002
2023-03-06 08:00:00,66.158,834.727,462.483,284.883,-0.1120794607796945,0.4748715103136039,0.9011828478086528,3.475,-2.266390230574443
